"id","nsecode","name","bsecode","per_chg","close","volume","date","time","igroup_name","create_at"
"348","CENTURYPLY","Century Plyboards (india) Limited",532548,"1.56","713.1","26121","2024-07-16","09:42:36","Plywood Boards/Laminates","2024-07-16 09:42:37.05503+05:30"
"349","WINDLAS","Windlas Biotech Ltd",543329,"1.55","707","3673","2024-07-16","09:42:36","Pharmaceuticals","2024-07-16 09:42:37.05503+05:30"
"350","GNFC","Gujarat Narmada Valley Fertilizers And Chemicals Limited",500670,"1.17","688.75","286282","2024-07-16","09:42:36","Chemicals","2024-07-16 09:42:37.05503+05:30"
"351","ASALCBR","Associated Alcohols & Breweries Ltd",507526,"0.63","668.8","3224","2024-07-16","09:42:36","Alcoholic Beverages","2024-07-16 09:42:37.05503+05:30"
"352","ASAHIINDIA","Asahi India Glass Limited",515030,"1.15","657","7008","2024-07-16","09:42:36","Glass & Glass Products","2024-07-16 09:42:37.05503+05:30"
"353","MAYURUNIQ","Mayur Uniquoters Ltd",522249,"1.44","615.95","14230","2024-07-16","09:42:36","Leather","2024-07-16 09:42:37.05503+05:30"
"354","AARTIPHARM","Aarti Pharmalabs Ltd",543748,"0.75","611.4","18302","2024-07-16","09:42:36","Pharmaceuticals","2024-07-16 09:42:37.05503+05:30"
"355","MATRIMONY","Matrimony.com Ltd",540704,"0.86","606.9","2501","2024-07-16","09:42:36","Miscellaneous","2024-07-16 09:42:37.05503+05:30"
"356","AVANTIFEED","Avanti Feeds Limited",512573,"0.9","597.1","44349","2024-07-16","09:42:36","FMCG","2024-07-16 09:42:37.05503+05:30"
"357","INDHOTEL","The Indian Hotels Company Limited",500850,"0.4","594","186649","2024-07-16","09:42:36","Hotels & Restaurants","2024-07-16 09:42:37.05503+05:30"
"358","HERITGFOOD","Heritage Foods Limited",519552,"1.48","550","69667","2024-07-16","09:42:36","FMCG","2024-07-16 09:42:37.05503+05:30"
"359","SAREGAMA","Saregama India Limited",532163,"1.49","542.45","36988","2024-07-16","09:42:36","Entertainment","2024-07-16 09:42:37.05503+05:30"
"360","HARSHA","Harsha Engineers International Ltd",543600,"1.44","541.5","19452","2024-07-16","09:42:36","Auto Ancillaries","2024-07-16 09:42:37.05503+05:30"
"361","CHEMPLASTS","Chemplast Sanmar Ltd",543336,"1.17","537.85","6969","2024-07-16","09:42:36","Chemicals","2024-07-16 09:42:37.05503+05:30"
"362","PDSL","PDS Ltd",538730,"1.02","518.05","4213","2024-07-16","09:42:36","Trading","2024-07-16 09:42:37.05503+05:30"
"363","UNIPARTS","Uniparts India Ltd",543689,"0.57","508.75","3582","2024-07-16","09:42:36","Engineering","2024-07-16 09:42:37.05503+05:30"
"364","FMGOETZE","Federal-mogul Goetze (india) Limited.",505744,"0.46","428.05","6980","2024-07-16","09:42:36","Auto Ancillaries","2024-07-16 09:42:37.05503+05:30"
"365","SAHYADRI","Sahyadri Industries Ltd",532841,"0.86","412.5","597","2024-07-16","09:42:36","Cement - Products","2024-07-16 09:42:37.05503+05:30"
"366","ASHAPURMIN","Ashapura Minechem Limited",527001,"0.69","377.15","45957","2024-07-16","09:42:36","Mining & Mineral products","2024-07-16 09:42:37.05503+05:30"
"367","HCG","Healthcare Global Enterprises Limited",539787,"2.46","368.7","20391","2024-07-16","09:42:36","Healthcare","2024-07-16 09:42:37.05503+05:30"
"368","ROHLTD","Royal Orchid Hotels Limited",532699,"0.55","355.55","12420","2024-07-16","09:42:36","Hotels & Restaurants","2024-07-16 09:42:37.05503+05:30"
"369","APTUS","Aptus Value Housing Finance India Ltd",543335,"0.32","326.4","47247","2024-07-16","09:42:36","Finance","2024-07-16 09:42:37.05503+05:30"
"370","JAYAGROGN","Jayant Agro Organics Limited",524330,"0.65","311.15","1807","2024-07-16","09:42:36","Chemicals","2024-07-16 09:42:37.05503+05:30"
"371","MUTHOOTCAP","Muthoot Capital Services Limited",511766,"1.24","309.6","1813","2024-07-16","09:42:36","Finance","2024-07-16 09:42:37.05503+05:30"
"372","RESPONIND","Responsive Industries Limited",505509,"0.87","283","36641","2024-07-16","09:42:36","Plastic products","2024-07-16 09:42:37.05503+05:30"
"373","KRISHANA","Krishana Phoschem Ltd",538405,"0.82","276.8","2998","2024-07-16","09:42:36","Fertilizers","2024-07-16 09:42:37.05503+05:30"
"374","TNPL","Tamil Nadu Newsprint & Papers Limited",531426,"0.31","272.3","43031","2024-07-16","09:42:36","Paper","2024-07-16 09:42:37.05503+05:30"
"375","BANKBARODA","Bank Of Baroda",532134,"0.08","258.75","1818150","2024-07-16","09:42:36","Banks","2024-07-16 09:42:37.05503+05:30"
"376","SKMEGGPROD","Skm Egg Products Export (india) Limited",532143,"1.09","250.3","11758","2024-07-16","09:42:36","FMCG","2024-07-16 09:42:37.05503+05:30"
"377","RBLBANK","Rbl Bank Limited",540065,"0.39","247.35","247704","2024-07-16","09:42:36","Banks","2024-07-16 09:42:37.05503+05:30"
"378","INDOSTAR","Indostar Capital Finance Ltd",541336,"2.28","246.34","21150","2024-07-16","09:42:36","Finance","2024-07-16 09:42:37.05503+05:30"
"379","SAGCEM","Sagar Cements Limited",502090,"1.26","241.25","9155","2024-07-16","09:42:36","Cement","2024-07-16 09:42:37.05503+05:30"
"380","TI","Tilaknagar Industries Limited",507205,"0.75","234.7","47721","2024-07-16","09:42:36","Alcoholic Beverages","2024-07-16 09:42:37.05503+05:30"
"381","ABCAPITAL","Aditya Birla Capital Ltd",540691,"0.53","227.66","234624","2024-07-16","09:42:36","Finance","2024-07-16 09:42:37.05503+05:30"
"382","REDINGTON","Redington (india) Limited",532805,"0.36","208.91","207840","2024-07-16","09:42:36","Trading","2024-07-16 09:42:37.05503+05:30"
"383","BANDHANBNK","Bandhan Bank Ltd",541153,"3.11","201.4","6847471","2024-07-16","09:42:36","Banks","2024-07-16 09:42:37.05503+05:30"
"384","APCL","Anjani Portland Cement Ltd.-$",518091,"0.41","195.34","3680","2024-07-16","09:42:36","Cement","2024-07-16 09:42:37.05503+05:30"
"385","SAMHI","Samhi Hotels Ltd",543984,"0.09","183.27","132713","2024-07-16","09:42:36","Hotels & Restaurants","2024-07-16 09:42:37.05503+05:30"
"386","IEX","Indian Energy Exchange Ltd",540750,"2.03","181.83","4544277","2024-07-16","09:42:36","Financial Services","2024-07-16 09:42:37.05503+05:30"
"387","GTPL","GTPL Hathway",540602,"0.51","170.5","10316","2024-07-16","09:42:36","Entertainment","2024-07-16 09:42:37.05503+05:30"
"388","TATASTEEL","Tata Steel Limited",500470,"1.28","168.89","3672988","2024-07-16","09:42:36","Steel","2024-07-16 09:42:37.05503+05:30"
"389","EMKAY","Emkay Global Financial Services Limited",532737,"5","164.74","9579","2024-07-16","09:42:36","Stock/ Commodity Brokers","2024-07-16 09:42:37.05503+05:30"
"390","MUNJALSHOW","Munjal Showa Limited",520043,"2.19","162.03","43732","2024-07-16","09:42:36","Auto Ancillaries","2024-07-16 09:42:37.05503+05:30"
"391","MAHEPC","Mahindra EPC Irrigation Ltd",523754,"1.55","155.1","4175","2024-07-16","09:42:36","Plastic products","2024-07-16 09:42:37.05503+05:30"
"392","ORIENTHOT","Oriental Hotels Limited",500314,"0.36","133.21","68868","2024-07-16","09:42:36","Hotels & Restaurants","2024-07-16 09:42:37.05503+05:30"
"393","DONEAR","Donear Industries Limited",512519,"2.1","128.57","46119","2024-07-16","09:42:36","Textiles","2024-07-16 09:42:37.05503+05:30"
"394","ESTER","Ester Industries Limited",500136,"0.35","114","8861","2024-07-16","09:42:36","Packaging","2024-07-16 09:42:37.05503+05:30"
"395","VISAKAIND","Visaka Industries Limited",509055,"2.24","112.25","38902","2024-07-16","09:42:36","Cement - Products","2024-07-16 09:42:37.05503+05:30"
"396","RGL","Renaissance Global Ltd",532923,"1.15","99.02","11572","2024-07-16","09:42:36","Diamond, Gems and Jewellery","2024-07-16 09:42:37.05503+05:30"
"397","SANGHIIND","Sanghi Industries Limited",526521,"0.48","97.24","83738","2024-07-16","09:42:36","Cement","2024-07-16 09:42:37.05503+05:30"
"398","PLAZACABLE","PLAZACABLE",0,"1.36","85.56","7469","2024-07-16","09:42:36","Cables","2024-07-16 09:42:37.05503+05:30"
"399","INTLCONV","International Conveyors Ltd",509709,"1.91","81.78","33603","2024-07-16","09:42:36","Plantation & Plantation Products","2024-07-16 09:42:37.05503+05:30"
"400","RTNINDIA","RattanIndia Enterprises Ltd",534597,"0.03","79.23","243354","2024-07-16","09:42:36","Miscellaneous","2024-07-16 09:42:37.05503+05:30"
"401","BYKE","The Byke Hospitality Ltd",531373,"2.86","78.65","13637","2024-07-16","09:42:36","Hotels & Restaurants","2024-07-16 09:42:37.05503+05:30"
"402","IDFCFIRSTB","IDFC First Bank Ltd",539437,"0.06","78.21","2004902","2024-07-16","09:42:36","Banks","2024-07-16 09:42:37.05503+05:30"
"403","VASCONEQ","Vascon Engineers Limited",533156,"4.24","75.4","1339372","2024-07-16","09:42:36","Construction","2024-07-16 09:42:37.05503+05:30"
"404","ARIHANTCAP","Arihant Capital Markets Ltd",511605,"7.81","74.7","964417","2024-07-16","09:42:36","Stock/ Commodity Brokers","2024-07-16 09:42:37.05503+05:30"
"405","NITCO","Nitco Limited",532722,"2.96","74.11","20991","2024-07-16","09:42:36","Trading","2024-07-16 09:42:37.05503+05:30"
"406","MARALOVER","Maral Overseas Limited",521018,"1.35","73.49","1786","2024-07-16","09:42:36","Textiles","2024-07-16 09:42:37.05503+05:30"
"407","NACLIND","NACL Industries Ltd",524709,"1.63","67.48","10818","2024-07-16","09:42:36","Agro Chemicals","2024-07-16 09:42:37.05503+05:30"
"408","PATELENG","Patel Engineering Limited",531120,"4.34","61.75","3477723","2024-07-16","09:42:36","Infrastructure Developers & Operators","2024-07-16 09:42:37.05503+05:30"
"409","DCW","Dcw Limited",500117,"1.32","53.82","328280","2024-07-16","09:42:36","Petrochemicals","2024-07-16 09:42:37.05503+05:30"
"410","SHIVAMAUTO","Shivam Autotech Limited",532776,"3","40.14","35632","2024-07-16","09:42:36","Auto Ancillaries","2024-07-16 09:42:37.05503+05:30"
"411","TRIDENT","Trident Limited",521064,"1.49","38.23","2972848","2024-07-16","09:42:36","Textiles","2024-07-16 09:42:37.05503+05:30"
"412","OSWALGREEN","Oswal Green Tech Ltd",539290,"1.83","35.54","61437","2024-07-16","09:42:36","Finance","2024-07-16 09:42:37.05503+05:30"
"413","ALOKINDS","Alok Industries Ltd",521070,"0.29","27.32","1352518","2024-07-16","09:42:36","Textiles","2024-07-16 09:42:37.05503+05:30"
"414","HTMEDIA","Ht Media Limited",532662,"1.18","26.64","59111","2024-07-16","09:42:36","Media - Print/Television/Radio","2024-07-16 09:42:37.05503+05:30"
"415","PRITIKAUTO","Pritika Auto Industries Ltd",539359,"0.88","26.5","40787","2024-07-16","09:42:36","Auto Ancillaries","2024-07-16 09:42:37.05503+05:30"
"416","JPPOWER","Jaiprakash Power Ventures Limited",532627,"0.65","18.61","3119774","2024-07-16","09:42:36","Power Generation & Distribution","2024-07-16 09:42:37.05503+05:30"
"417","IDEA","Idea Cellular Limited",532822,"2.88","17.16","427178504","2024-07-16","09:42:36","Telecomm-Service","2024-07-16 09:42:37.05503+05:30"
"418","RTNPOWER","Rattanindia Power Limited",533122,"0.49","16.29","2267673","2024-07-16","09:42:36","Power Generation & Distribution","2024-07-16 09:42:37.05503+05:30"
"419","NAGAFERT","Nagarjuna Fertilizers And Chemicals Limited",539917,"2.56","12","475013","2024-07-16","09:42:36","Fertilizers","2024-07-16 09:42:37.05503+05:30"
"420","KIRLOSENG","Kirloskar Oil Engines Limited",533293,"0.07","1329.95","9562","2024-07-16","09:43:49","Capital Goods-Non Electrical Equipment","2024-07-16 09:43:49.666395+05:30"
"421","ASTRAMICRO","Astra Microwave Products Limited",532493,"0.01","927.3","84639","2024-07-16","09:43:49","Aerospace & Defence","2024-07-16 09:43:49.666395+05:30"
"422","AMRUTANJAN","Amrutanjan Health Care Limited",590006,"0.02","744.55","2688","2024-07-16","09:43:49","Pharmaceuticals","2024-07-16 09:43:49.666395+05:30"
"423","BHARATRAS","Bharat Rasayan Limited",590021,"0.06","11011.15","318","2024-07-16","09:44:26","Agro Chemicals","2024-07-16 09:44:26.192659+05:30"
"424","LANDMARK","Landmark Cars Ltd",543714,"0.01","632","44158","2024-07-16","09:44:26","Retail","2024-07-16 09:44:26.192659+05:30"
"425","SPCENET","Spacenet Enterprises India Ltd",513249,"0.13","31.64","159470","2024-07-16","09:45:43","Trading","2024-07-16 09:45:43.5261+05:30"
"426","LODHA","Macrotech Developers Ltd",543287,"0","1463.7","117842","2024-07-16","09:49:20","Construction","2024-07-16 09:49:20.420819+05:30"
"427","ABB","Abb India Limited",500002,"0.15","8263.8","26492","2024-07-16","09:53:31","Capital Goods - Electrical Equipment","2024-07-16 09:53:31.501589+05:30"
"428","YASHO","Yasho Industries Ltd",541167,"0.13","1849.9","2299","2024-07-16","09:53:31","Chemicals","2024-07-16 09:53:31.501589+05:30"
"429","LGHL","Laxmi Goldorna House Ltd",535354,"0.02","325.1","20","2024-07-16","09:54:41","Realty","2024-07-16 09:54:41.857688+05:30"
"430","BEDMUTHA","Bedmutha Industries Limited",533270,"0.58","216","3081","2024-07-16","09:57:41","Steel","2024-07-16 09:57:41.904207+05:30"
"431","PODDARMENT","Poddar Pigments Limited",524570,"0.22","428.1","1999","2024-07-16","10:20:32","Chemicals","2024-07-16 10:20:32.663109+05:30"
"432","GREENLAM","Greenlam Industries Limited",538979,"0.03","575.15","12458","2024-07-16","10:55:45","Plywood Boards/Laminates","2024-07-16 10:55:45.27026+05:30"
"433","CHALET","Chalet Hotels Ltd",542399,"1.07","800.5","68644","2024-07-16","11:00:35","Hotels & Restaurants","2024-07-16 11:00:35.580844+05:30"
"434","ELGIEQUIP","Elgi Equipments Limited",522074,"2.09","711.3","91080","2024-07-16","12:22:27","Capital Goods-Non Electrical Equipment","2024-07-16 12:22:27.5324+05:30"
"435","FINPIPE","Finolex Industries Limited",500940,"0.47","323.85","251777","2024-07-16","12:31:32","Plastic products","2024-07-16 12:31:32.442296+05:30"
"436","TEMBO","Tembo Global Industries Ltd",535101,"0.7","231.48","31043","2024-07-16","13:02:13","Trading","2024-07-16 13:02:13.357359+05:30"
"519","LAXMIMACH","Lakshmi Machine Works Limited",500252,"0.73","16038.5","37","2024-07-18","09:21:53","Engineering","2024-07-18 09:22:01.72832+05:30"
"520","BHARATRAS","Bharat Rasayan Limited",590021,"0.92","11099.95","27","2024-07-18","09:21:53","Agro Chemicals","2024-07-18 09:22:01.72832+05:30"
"521","FORCEMOT","Force Motors Ltd",500033,"0.46","8365.05","120","2024-07-18","09:21:53","Automobile","2024-07-18 09:22:01.72832+05:30"
"522","ABB","Abb India Limited",500002,"0.09","8240","3609","2024-07-18","09:21:53","Capital Goods - Electrical Equipment","2024-07-18 09:22:01.72832+05:30"
"523","INGERRAND","Ingersoll Rand (india) Limited",500210,"0.89","4266.6","130","2024-07-18","09:21:53","Capital Goods-Non Electrical Equipment","2024-07-18 09:22:01.72832+05:30"
"524","SUNDARMFIN","Sundaram Finance Limited",590071,"0.62","4244.65","393","2024-07-18","09:21:53","Finance","2024-07-18 09:22:01.72832+05:30"
"525","SCHAEFFLER","Schaeffler India Ltd",505790,"1.23","4095.45","2140","2024-07-18","09:21:53","Bearings","2024-07-18 09:22:01.72832+05:30"
"526","VSTTILLERS","V.s.t Tillers Tractors Limited",531266,"0.35","4069.7","36","2024-07-18","09:21:53","Automobile","2024-07-18 09:22:01.72832+05:30"
"527","ESCORTS","Escorts Limited",500495,"0.05","4027.75","4484","2024-07-18","09:21:53","Automobile","2024-07-18 09:22:01.72832+05:30"
"528","TIMKEN","Timken India Limited",522113,"1.04","3965.75","989","2024-07-18","09:21:53","Bearings","2024-07-18 09:22:01.72832+05:30"
"529","TIIL","Technocraft Industries (india) Limited",532804,"0","2810.2","103","2024-07-18","09:21:53","Steel","2024-07-18 09:22:01.72832+05:30"
"530","ENDURANCE","Endurance Technologies Limited",540153,"0.54","2591.2","1639","2024-07-18","09:21:53","Auto Ancillaries","2024-07-18 09:22:01.72832+05:30"
"531","NETWEB","Netweb Technologies India Ltd",543945,"0.14","2477.2","4604","2024-07-18","09:21:53","IT - Hardware","2024-07-18 09:22:01.72832+05:30"
"532","AUTOAXLES","Automotive Axles Limited",505010,"1.11","2047.5","118","2024-07-18","09:21:53","Auto Ancillaries","2024-07-18 09:22:01.72832+05:30"
"533","SOBHA","Sobha Limited",532784,"0.01","1965","2241","2024-07-18","09:21:53","Realty","2024-07-18 09:22:01.72832+05:30"
"534","VENKEYS","Venky's (india) Limited",523261,"0.14","1895.8","67","2024-07-18","09:21:53","Miscellaneous","2024-07-18 09:22:01.72832+05:30"
"535","YASHO","Yasho Industries Ltd",541167,"0.08","1833.9","114","2024-07-18","09:21:53","Chemicals","2024-07-18 09:22:01.72832+05:30"
"536","JUBLINDS","Jubilant Industries Limited",533320,"0.57","1524.75","99","2024-07-18","09:21:53","Chemicals","2024-07-18 09:22:01.72832+05:30"
"537","BRIGADE","Brigade Enterprises Limited",532929,"0.2","1300.2","6198","2024-07-18","09:21:53","Realty","2024-07-18 09:22:01.72832+05:30"
"538","ALBERTDAVD","Albert David Limited",524075,"0.57","1271.3","87","2024-07-18","09:21:53","Pharmaceuticals","2024-07-18 09:22:01.72832+05:30"
"539","MEDANTA","Global Health Ltd",543654,"0.03","1208.65","1383","2024-07-18","09:21:53","Healthcare","2024-07-18 09:22:01.72832+05:30"
"540","ERIS","Eris Lifesciences",540596,"0.45","1020.05","1610","2024-07-18","09:21:53","Pharmaceuticals","2024-07-18 09:22:01.72832+05:30"
"541","SENCO","Senco Gold Ltd",543936,"1.16","986.65","9550","2024-07-18","09:21:53","Diamond, Gems and Jewellery","2024-07-18 09:22:01.72832+05:30"
"542","ASAL","Automotive Stampings And Assemblies Limited",520119,"0.12","970","614","2024-07-18","09:21:53","Auto Ancillaries","2024-07-18 09:22:01.72832+05:30"
"543","HITECHGEAR","The Hi-tech Gears Limited",522073,"0.98","949.9","3","2024-07-18","09:21:53","Auto Ancillaries","2024-07-18 09:22:01.72832+05:30"
"544","ASTRAMICRO","Astra Microwave Products Limited",532493,"0.65","926.25","7525","2024-07-18","09:21:53","Aerospace & Defence","2024-07-18 09:22:01.72832+05:30"
"545","EIHAHOTELS","Eih Associated Hotels Limited",523127,"0.49","922","197","2024-07-18","09:21:53","Hotels & Restaurants","2024-07-18 09:22:01.72832+05:30"
"546","WONDERLA","Wonderla Holidays Limited",538268,"0.54","907.95","237","2024-07-18","09:21:53","Entertainment","2024-07-18 09:22:01.72832+05:30"
"547","JAIBALAJI","Jai Balaji Industries Limited",532976,"0.8","849","290","2024-07-18","09:21:53","Steel","2024-07-18 09:22:01.72832+05:30"
"548","SCHNEIDER","Schneider Electric Infrastructure Limited",534139,"0.67","803.05","2893","2024-07-18","09:21:53","Capital Goods - Electrical Equipment","2024-07-18 09:22:01.72832+05:30"
"549","JITFINFRA","JITF Infra Logistics Ltd",540311,"0.44","799.7","32","2024-07-18","09:21:53","Miscellaneous","2024-07-18 09:22:01.72832+05:30"
"550","ICEMAKE","ICE Make Refrigeration Ltd",535034,"0.74","799.7","94","2024-07-18","09:21:53","Capital Goods - Electrical Equipment","2024-07-18 09:22:01.72832+05:30"
"551","AMRUTANJAN","Amrutanjan Health Care Limited",590006,"0.23","744.65","29","2024-07-18","09:21:53","Pharmaceuticals","2024-07-18 09:22:01.72832+05:30"
"552","JWL","Jupiter Wagons Ltd",533272,"0.17","663.2","48124","2024-07-18","09:21:53","Capital Goods-Non Electrical Equipment","2024-07-18 09:22:01.72832+05:30"
"553","ASAHIINDIA","Asahi India Glass Limited",515030,"0.04","647","691","2024-07-18","09:21:53","Glass & Glass Products","2024-07-18 09:22:01.72832+05:30"
"554","AUBANK","AU Small Finance Bank",540611,"0.17","635.5","22536","2024-07-18","09:21:53","Banks","2024-07-18 09:22:01.72832+05:30"
"555","AARTIPHARM","Aarti Pharmalabs Ltd",543748,"0.81","613.85","1981","2024-07-18","09:21:53","Pharmaceuticals","2024-07-18 09:22:01.72832+05:30"
"556","MAYURUNIQ","Mayur Uniquoters Ltd",522249,"0.07","612","141","2024-07-18","09:21:53","Leather","2024-07-18 09:22:01.72832+05:30"
"557","MATRIMONY","Matrimony.com Ltd",540704,"0.31","607.8","3018","2024-07-18","09:21:53","Miscellaneous","2024-07-18 09:22:01.72832+05:30"
"558","AVANTIFEED","Avanti Feeds Limited",512573,"1.66","605.85","25313","2024-07-18","09:21:53","FMCG","2024-07-18 09:22:01.72832+05:30"
"559","LOYALTEX","Loyal Textile Mills Ltd",514036,"1.71","582","10","2024-07-18","09:21:53","Textiles","2024-07-18 09:22:01.72832+05:30"
"560","HARSHA","Harsha Engineers International Ltd",543600,"0.07","536.95","816","2024-07-18","09:21:53","Auto Ancillaries","2024-07-18 09:22:01.72832+05:30"
"561","PDSL","PDS Ltd",538730,"1.42","529.2","2238","2024-07-18","09:21:53","Trading","2024-07-18 09:22:01.72832+05:30"
"562","UNIPARTS","Uniparts India Ltd",543689,"0.8","510.95","1797","2024-07-18","09:21:53","Engineering","2024-07-18 09:22:01.72832+05:30"
"563","SCPL","Sheetal Cool Products Ltd",540757,"1.77","476.55","4212","2024-07-18","09:21:53","FMCG","2024-07-18 09:22:01.72832+05:30"
"564","TMB","Tamilnad Mercantile Bank Ltd",543596,"0.71","470.95","1408","2024-07-18","09:21:53","Banks","2024-07-18 09:22:01.72832+05:30"
"565","FMGOETZE","Federal-mogul Goetze (india) Limited.",505744,"0.4","427.85","130","2024-07-18","09:21:53","Auto Ancillaries","2024-07-18 09:22:01.72832+05:30"
"566","STEL","Stel Holdings Limited",0,"1.97","424.6","7","2024-07-18","09:21:53","Finance","2024-07-18 09:22:01.72832+05:30"
"567","SAHYADRI","Sahyadri Industries Ltd",532841,"0","406.35","138","2024-07-18","09:21:53","Cement - Products","2024-07-18 09:22:01.72832+05:30"
"568","VALIANTORG","Valiant Organics Ltd",540145,"0.03","387.6","712","2024-07-18","09:21:53","Chemicals","2024-07-18 09:22:01.72832+05:30"
"569","ASHAPURMIN","Ashapura Minechem Limited",527001,"0.66","372.05","6381","2024-07-18","09:21:53","Mining & Mineral products","2024-07-18 09:22:01.72832+05:30"
"570","LGHL","Laxmi Goldorna House Ltd",535354,"4.48","338.5","36","2024-07-18","09:21:53","Realty","2024-07-18 09:22:01.72832+05:30"
"571","APTUS","Aptus Value Housing Finance India Ltd",543335,"0.26","325.65","3945","2024-07-18","09:21:53","Finance","2024-07-18 09:22:01.72832+05:30"
"572","DMCC","DMCC Speciality Chemicals Ltd",506405,"0.19","309.3","42","2024-07-18","09:21:53","Chemicals","2024-07-18 09:22:01.72832+05:30"
"573","RESPONIND","Responsive Industries Limited",505509,"0.55","282.25","13200","2024-07-18","09:21:53","Plastic products","2024-07-18 09:22:01.72832+05:30"
"574","KRISHANA","Krishana Phoschem Ltd",538405,"0.09","270.75","275","2024-07-18","09:21:53","Fertilizers","2024-07-18 09:22:01.72832+05:30"
"575","SKMEGGPROD","Skm Egg Products Export (india) Limited",532143,"0.6","251.25","746","2024-07-18","09:21:53","FMCG","2024-07-18 09:22:01.72832+05:30"
"576","SAGCEM","Sagar Cements Limited",502090,"0.46","240.8","747","2024-07-18","09:21:53","Cement","2024-07-18 09:22:01.72832+05:30"
"577","GTPL","GTPL Hathway",540602,"0.47","170.29","646","2024-07-18","09:21:53","Entertainment","2024-07-18 09:22:01.72832+05:30"
"578","RHL","Robust Hotels Pvt Ltd",543901,"2.09","168.61","693","2024-07-18","09:21:53","Hotels & Restaurants","2024-07-18 09:22:01.72832+05:30"
"579","NDLVENTURE","NDL Ventures Ltd",500189,"1.69","97.98","3","2024-07-18","09:21:53","Entertainment","2024-07-18 09:22:01.72832+05:30"
"580","INTLCONV","International Conveyors Ltd",509709,"0","80.84","416","2024-07-18","09:21:53","Plantation & Plantation Products","2024-07-18 09:22:01.72832+05:30"
"581","BYKE","The Byke Hospitality Ltd",531373,"2.2","80.7","1100","2024-07-18","09:21:53","Hotels & Restaurants","2024-07-18 09:22:01.72832+05:30"
"582","IDFCFIRSTB","IDFC First Bank Ltd",539437,"0","77.95","252718","2024-07-18","09:21:53","Banks","2024-07-18 09:22:01.72832+05:30"
"583","JISLJALEQS","Jain Irrigation Systems Limited",500219,"0.59","71.52","70237","2024-07-18","09:21:53","Plastic products","2024-07-18 09:22:01.72832+05:30"
"584","PATELENG","Patel Engineering Limited",531120,"1.05","61.65","159524","2024-07-18","09:21:53","Infrastructure Developers & Operators","2024-07-18 09:22:01.72832+05:30"
"585","DCW","Dcw Limited",500117,"0.04","53.92","20925","2024-07-18","09:21:53","Petrochemicals","2024-07-18 09:22:01.72832+05:30"
"586","PTL","Ptl Enterprises Limited",509220,"0","43.22","5089","2024-07-18","09:21:53","Miscellaneous","2024-07-18 09:22:01.72832+05:30"
"587","SPCENET","Spacenet Enterprises India Ltd",513249,"0.51","31.67","17538","2024-07-18","09:21:53","Trading","2024-07-18 09:22:01.72832+05:30"
"588","PRITIKAUTO","Pritika Auto Industries Ltd",539359,"0.23","26.14","8742","2024-07-18","09:21:53","Auto Ancillaries","2024-07-18 09:22:01.72832+05:30"
"589","NAGAFERT","Nagarjuna Fertilizers And Chemicals Limited",539917,"0.94","11.85","23641","2024-07-18","09:21:53","Fertilizers","2024-07-18 09:22:01.72832+05:30"
"590","INDNIPPON","India Nippon Electricals Limited",532240,"0.08","779.4","437","2024-07-18","09:26:28","Auto Ancillaries","2024-07-18 09:27:03.888444+05:30"
"591","STARTECK","Startech Finance Ltd",512381,"1.81","279.05","1","2024-07-18","09:26:28","Finance","2024-07-18 09:27:03.888444+05:30"
"592","SAMHI","Samhi Hotels Ltd",543984,"0.13","179.93","60565","2024-07-18","09:26:28","Hotels & Restaurants","2024-07-18 09:27:03.888444+05:30"
"593","MAHEPC","Mahindra EPC Irrigation Ltd",523754,"1.29","153.44","119","2024-07-18","09:26:28","Plastic products","2024-07-18 09:27:03.888444+05:30"
"594","ORIENTHOT","Oriental Hotels Limited",500314,"0.19","135.42","26286","2024-07-18","09:26:28","Hotels & Restaurants","2024-07-18 09:27:03.888444+05:30"
"595","TIINDIA","Tube Investments of India Ltd",540762,"0.61","4120.25","18283","2024-07-18","09:29:24","Steel","2024-07-18 09:29:32.950083+05:30"
"596","ROLEXRINGS","Rolex Rings Ltd",543325,"0","2398.95","379","2024-07-18","09:29:24","Castings, Forgings & Fastners","2024-07-18 09:29:32.950083+05:30"
"597","AZAD","Azad Engineering Ltd",544061,"0.15","1684.3","12246","2024-07-18","09:29:24","Engineering","2024-07-18 09:29:32.950083+05:30"
"598","GREENLAM","Greenlam Industries Limited",538979,"0.11","570.2","1159","2024-07-18","09:29:24","Plywood Boards/Laminates","2024-07-18 09:29:32.950083+05:30"
"599","VISAKAIND","Visaka Industries Limited",509055,"0.18","111.58","11693","2024-07-18","09:29:24","Cement - Products","2024-07-18 09:29:32.950083+05:30"
"600","M&M","Mahindra & Mahindra Limited",500520,"0.05","2758","210821","2024-07-18","09:32:33","Automobile","2024-07-18 09:32:58.798962+05:30"
"601","HCG","Healthcare Global Enterprises Limited",539787,"0.86","364.05","5740","2024-07-18","09:32:33","Healthcare","2024-07-18 09:32:58.798962+05:30"
"602","BAJEL","BAJEL",0,"0.84","283.6","67606","2024-07-18","09:32:33","Infrastructure Developers & Operators","2024-07-18 09:32:58.798962+05:30"
"603","ABCAPITAL","Aditya Birla Capital Ltd",540691,"0.04","225.5","214506","2024-07-18","09:32:33","Finance","2024-07-18 09:32:58.798962+05:30"
