nsecode,per_chg,close,date,sector,count,frequency
LALPATHLAB,0.4,3239.95,2024-08-13,Healthcare,1,1
AJANTPHARM,3.67,3180.0,2024-08-13,Pharmaceuticals,1,3
NATCOPHARM,-1.17,1477.0,2024-08-13,Pharmaceuticals,2,3
GLS,-1.73,981.35,2024-08-13,Pharmaceuticals,2,3
WELCORP,-3.7,671.05,2024-08-13,Steel,2,1
JUBLFOOD,-1.12,644.05,2024-08-13,Quick Service Restaurant,2,1
JYOTHYLAB,-2.26,548.35,2024-08-13,FMCG,1,1
BALRAMCHIN,3.56,512.8,2024-08-13,Sugar,1,1
