nsecode,per_chg,close,date,igroup_name
LTTS,0.62,4880.1,2024-07-20,IT - Software
ASTRAL,1.0,2272.1,2024-07-20,Plastic products
INDOSTAR,4.33,245.2,2024-07-20,Finance
RHL,1.1,162.82,2024-07-20,Hotels & Restaurants
CENTRUM,1.1,37.78,2024-07-20,Finance
