nsecode,per_chg,close,date,sector,count,frequency
LTTS,0.62,4880.1,2024-07-20,IT - Software,1,1
ASTRAL,1.0,2272.1,2024-07-20,Plastic products,1,1
INDOSTAR,4.33,245.2,2024-07-20,Finance,2,2
RHL,1.1,162.82,2024-07-20,Hotels & Restaurants,3,1
CENTRUM,1.1,37.78,2024-07-20,Finance,1,2
